link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Hayner (Ward 1),Song (Ward 2),Griswold (Ward 2),Radina (Ward 3),Grand (Ward 3),Eyer (Ward 4),Nelson (Ward 4),Briggs (Ward 5),Ramlawi (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5815890&GUID=2D9BF23F-780B-48BA-8CBE-88C5AFD992DD&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-11,"Resolution to Accept and Appropriate Funds from the Michigan Office of Environment, Great Lakes, and Energy (EGLE) for the Purchase and Installation of 3 Utility Pole Mounted FLO SmartTWO EV Chargers ($54,000) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5816116&GUID=1A56EAFB-9F9A-4420-B592-7D223DB6426E&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-12,"Resolution to Approve the Purchase of Vehicles from National Auto Fleet Group (Sourcewell Bid - $111,308.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5816117&GUID=60D8C1E8-5C76-4524-96A6-1C82E7AC56EA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-13,"Resolution to Approve the Purchase of Vehicles from Signature Ford (State of Michigan MiDeal and Macomb County Cooperative Purchasing - $627,019.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5815892&GUID=27E88BEA-FBC7-4E22-8953-BBAE54D78218&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-14,Resolution to Accept a Water Main Easement at 545 S. Main Street from 545 South Main LLC (8 Votes Required),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5815880&GUID=5DCA0550-5D8A-4622-A269-EBECDD081577&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-15,"Resolution to Approve University Inn Development Agreement, 2424 E. Stadium (CPC approved the site plan: Approval - 8 Yeas and 0 Nays)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5815887&GUID=1E62874F-DACF-44DD-9E35-90D0D42D4EBA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-6,Resolution to Remove Parking on Division Street between Hoover Street and Packard Street,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5815888&GUID=38C1CA4F-CBA6-4218-A5E9-B61041F23021&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall fail,CA-8,"Resolution to Approve a Professional Services Agreement with Sam Schwartz Consulting, LLC (RFP 22-57; $134,271.00) and Appropriate Funds for the State Trunkline Jurisdiction Transfer Study ($160,000.00) (8 Votes Required)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5747319&GUID=F5771F27-013D-4BB7-A2F0-E4ED0C948A88&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance pass,B-1 - Motion to Adopt on Second Reading by Hayner,"An Ordinance to Amend Chapter 55 (Zoning), Rezoning of 0.15 Acres from C1B (Community Convenience Center District) to PUD (Planned Unit Development District), 340 Depot Zoning and Supplemental Regulations, 340 Depot (CPC Recommendation: Approval - 8 Yeas and 0 Nays) (ORD-22-14)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5780260&GUID=3AD4E464-CB82-43BD-B2B4-09AFC37FA7CE&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance pass,C-1 - Motion to Approve on First Reading by Nelson,An Ordinance to Add Section 8:531 to Chapter 105 (Housing Code) of Title VIII of the Ann Arbor City Code - (Right to Renew and Relocation Assistance),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5781733&GUID=4F52D9FF-8B2E-4356-B459-177A3DAB3DDA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-1,Resolution to Appoint Claire McKenna to the Energy Commission (7 Votes Required),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5813891&GUID=39CA62C3-9B71-4191-AACE-F35A256BDF8C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-2,"Resolution to Accept an Access Easement, Appropriate $47,710.00 from the General Fund, and Approve Reimbursement of Road Maintenance Costs to the Dhu Varren on the Park Association (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5839457&GUID=11CDB6FA-3AE5-4F73-8C56-D19671FD3811&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-3,"Resolution to Accept and Appropriate Michigan Strategic Funds and Approve Certified Local Government Grant Agreement for the City of Ann Arbor Old Fourth Ward Historic District Reconnaissance-Level Survey Update ($45,000.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5843846&GUID=C889F4E6-C68B-401E-9329-309479288FE4&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-4 - Motion to Postpone by Briggs,Resolution to Restrict Turns on Red Downtown,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5844337&GUID=6FF9420A-D640-47A9-8F2B-1F7CDF60CA8B&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-5 - Motion to Approve as Amended by Eyer,Resolution to Require Masks at City Council Meetings Consistent with CDC Guidance,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5844337&GUID=6FF9420A-D640-47A9-8F2B-1F7CDF60CA8B&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution amendment fail,DC-5 - Motion to Postpone Indefinitely by Nelson,Resolution to Require Masks at City Council Meetings Consistent with CDC Guidance,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5844337&GUID=6FF9420A-D640-47A9-8F2B-1F7CDF60CA8B&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution amendment true,DC-5 - Motion to Amend by Griswold,Resolution to Require Masks at City Council Meetings Consistent with CDC Guidance,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
