link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Hayner (Ward 1),Song (Ward 2),Griswold (Ward 2),Radina (Ward 3),Grand (Ward 3),Eyer (Ward 4),Nelson (Ward 4),Briggs (Ward 5),Ramlawi (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5747323&GUID=E690A725-27FC-4E5E-AB29-CACC02F2EE3C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-10,"Resolution to Approve a Construction Contract to Strawser Construction, Inc. for the Street Preventative Maintenance Project - FY2023 (RFP No. 22-37, $4,577,354.95)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5747327&GUID=9ADBC3B0-33AF-445C-858B-4A251DF6055F&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-14,"Resolution to Approve a Construction Contract with P.K. Contracting, LLC for Pavement Marking Maintenance & A2 Vision Zero Quick Build Project - FY2023 ($698,808.92, RFP No. 22-38)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5747341&GUID=C536A093-8AC7-4F1D-8EB9-5F08A2AB412E&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-18,"Resolution to Approve the Letter of Understanding between the City and the Downtown Development Authority of Ann Arbor (DDA) to Cancel the Joint Working Session Required by the Parking Agreement between the City and the DDA, dated July 1, 2011, as Amended",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5718603&GUID=52530060-ED89-45BF-AD81-FAECBF0801D3&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment,PH-1,"An Ordinance to Amend Section 5.16.3.G, 5.20.10 and 5.30.1 of Chapter 55 (Unified Development Code) of Title V of the Code of the City of Ann Arbor (Marijuana Licenses, Trees in the Right-of-Way, Landscape Modifications) (ORD-22-12)",,,,,,,,,,,
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5718604&GUID=997A327F-999A-439E-AF3B-29591C3FB77C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment,PH-2,"An Ordinance to Amend Sections 5.16.1.A, 5.16.2.A, 5.16.2.B, 5.16.3.J, 5.16.3.P, 5.16.4.B, 5.16.6.C, 5.16.6.G, and to repeal and replace Section 5.19 of Chapter 55 (Unified Development Code) of Title V of Code of the City of Ann Arbor - (Amend Parking Standards) (ORD-22-13)",,,,,,,,,,,
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5718603&GUID=52530060-ED89-45BF-AD81-FAECBF0801D3&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment pass,B-1 - Motion to Amend by Hayner,"An Ordinance to Amend Section 5.16.3.G, 5.20.10 and 5.30.1 of Chapter 55 (Unified Development Code) of Title V of the Code of the City of Ann Arbor (Marijuana Licenses, Trees in the Right-of-Way, Landscape Modifications) (ORD-22-12)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5718603&GUID=52530060-ED89-45BF-AD81-FAECBF0801D3&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment pass,B-1 - Motion to Adopt as Amended on Second Reading by Disch,"An Ordinance to Amend Section 5.16.3.G, 5.20.10 and 5.30.1 of Chapter 55 (Unified Development Code) of Title V of the Code of the City of Ann Arbor (Marijuana Licenses, Trees in the Right-of-Way, Landscape Modifications) (ORD-22-12)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5718604&GUID=997A327F-999A-439E-AF3B-29591C3FB77C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment pass,B-2 - Motion to Adopt on Second Reading by Disch,"An Ordinance to Amend Sections 5.16.1.A, 5.16.2.A, 5.16.2.B, 5.16.3.J, 5.16.3.P, 5.16.4.B, 5.16.6.C, 5.16.6.G, and to repeal and replace Section 5.19 of Chapter 55 (Unified Development Code) of Title V of Code of the City of Ann Arbor - (Amend Parking Standards) (ORD-22-13)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5747319&GUID=F5771F27-013D-4BB7-A2F0-E4ED0C948A88&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance pass,C-1 - Motion to Approve on First Reading by Disch,"An Ordinance to Amend Chapter 55 (Zoning), Rezoning of 0.15 Acres from C1B (Community Convenience Center District) to PUD (Planned Unit Development District), 340 Depot Zoning and Supplemental Regulations, 340 Depot (CPC Recommendation: Approval - 8 Yeas and 0 Nays)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5747418&GUID=2DFBE336-F667-4DB9-BCEB-42FAAEB8937E&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-1,Resolution to Appoint Eric Farrell to the Public Market Advisory Commission (7 Votes Required),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5754082&GUID=A390EF64-1CAA-4BE0-A1E8-E2338516693C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-2,Resolution to Authorize the City Administrator to Execute a Letter to the Michigan Department of Transportation (MDOT) in Support of a Noise Abatement Program and Environmental Impact Study of Noise for M-14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5755983&GUID=E73A7BFF-B312-4F08-973A-0E8105028B52&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-3,Resolution to Approve Grants of Easement for Gas Pipeline to DTE Gas Company at Virginia Park and Veterans Park (8 Votes Required),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5756105&GUID=1168FD0C-1155-4A11-A6E2-307F7E2D2164&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution amendment pass,DC-4 - Motion to Lay on the table by Nelson,Resolution to Recommend Discussion of Right to Renew to City Council,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5747344&GUID=C5AB570E-A1D1-410A-AEC2-F1A4AC7436EA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DS-1,"Resolution Authorizing Summary Publication of Ordinance 22-12 - An Ordinance to Amend Sections 5.16.3.G, 5.20.10 and 5.30.1 of Chapter 55 (Unified Development Code) of Title V of The Code of The City of Ann Arbor - Amendments to Marijuana Facilities, Trees in the Public Right-of-way, and Landscape Modifications",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5747345&GUID=F7B67A8B-BE24-4B27-A462-78D89769F5D4&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DS-2,"Resolution Authorizing Summary Publication of Ordinance 22-13 - An Ordinance to Amend Sections 5.16.1.A, 5.16.2.A, 5.16.2.B, 5.16.3.J, 5.16.3.P, 5.16.4.B, 5.16.6.C, 5.16.6.G, and to Repeal and Replace Section 5.19 Of Chapter 55 (Unified Development Code) of Title V of Code of the City of Ann Arbor - (Amend Parking Standards)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
